age,money,gender,product,salary
37,1865500000,1,10-047-1360-0002;00266451,1455000000
37,11476400000,0,1001303001001;21001116,301000000
34,89700000,0,1.05E+16,904000000
79,102700000,1,200000301;10511008000996000;01211310121,1349000000
54,1287000000,1,10-047-1365-0001;21001259;220002501,1472000000
28,2977000000,0,220002301;52,499000000
33,882700000,1,10120114300011;10-01-20-388-0002,594000000
21,223600000,0,10-01-20-024-0059-0000;10511008001278000;01030500600002;TD11300027000,133000000
46,712400000,1,010300100335;01211310130;10120116100011,10000000
38,734500000,0,06492;010300100335,317000000
32,296400000,0,10511008001166004;10-01-20-024-0046-0000,1246000000
34,0,0,01030500510002;TD11300027000,1339000000
49,296400000,1,10511008000996000;01030500600002,1058000000
31,590200000,0,WR0001L;4;01013000110000000001;10120110400011,691000000
32,668200000,1,10-01-20-388-0002;10120110400011,228000000
38,3750500000,1,1.05E+16,987000000
27,737100000,0,1.01E+13,850000000
78,2905500000,0,10521001000846001;220002101;03202;010200100104,863000000
60,6847100000,1,TD11330028000;03100,1043000000
36,37700000,1,1.03E+12,936000000
75,378300000,0,200000301;01211310121,59000000
30,6355700000,0,21000111;01211210122,54000000
30,652600000,0,10120110400011;05100,1204000000
50,4690400000,0,21001116;21000111;230-0119-85,1278000000
37,4622800000,0,21001236;010200100092;10-01-30-355-0005,609000000
60,53300000,0,10-01-20-024-0059-0000;10511008000996000;TD11300031000;200000301,1462000000
26,5127200000,0,00266451;10521001001177000,1239000000
49,262600000,0,1.05E+16,1387000000
40,1527500000,0,01020400380001;1001303001001,709000000
46,1266200000,1,01211210122;1001303001004,530000000
38,4083300000,1,1001303001005;01211210121;21001116,146000000
74,5302700000,0,01020400490001;01012000210000000000,493000000
35,0,0,10-01-20-024-0046-0000,1357000000
50,4364100000,0,266451,867000000
54,3363100000,1,01020400620001;01211210110,690000000
35,564200000,0,200-0135-12,110000000
36,1678300000,1,21001116;1001303001005,478000000
30,409500000,1,1.05E+16,757000000
36,512200000,0,01013000110000000001;WR0001F,748000000
41,7229300000,0,10-059-1264-0001;21001116,979000000
30,4586400000,0,10-01-30-355-0005;10527001000925000,1046000000
39,568100000,1,10120116100011;4;01013000110000000001,522000000
34,4054700000,1,01020400530001;230-0119-85;TD11330031000,238000000
32,343200000,0,21001115,175000000
35,4270500000,1,10-01-30-031-0037-0000;10521001001177000;03010;10-059-1264-0001,757000000
50,1814800000,0,1211210121,817000000
28,663000000,1,01211310127;01211310130,1131000000
44,131300000,0,10-01-20-024-0059-0000;200000303,971000000
32,824200000,0,200-0135-12;WR0001L;010300100335,634000000
30,5473000000,1,10-01-30-031-0037-0000;1001303001004;1001303001005,918000000
59,0,0,10-01-20-024-0046-0000;01030500560002,1303000000
35,109200000,0,TD11300036000;10511008000996000;01030500600002,84000000
30,361400000,0,21001115;00320342;01030500600002,63000000
42,1103700000,0,01020400490002;10140110400011,1481000000
63,2095600000,1,TD11330030000;010200100104;21001199,685000000
35,265200000,1,10511008000996000;10-01-20-024-0059-0000;200000301;01030500510002,588000000
43,2410200000,1,220002301;1001303001001,197000000
27,6059300000,0,01020400530001;TD11330029000;10-059-1264-0001,1015000000
29,2052700000,0,01020400490002;10527001001278000;1001303001004;01020400380001,1330000000
54,2029300000,0,03202;10-047-1381-0001,445000000
80,1908400000,0,21001199,903000000
57,3753100000,0,10-047-1381-0001;TD11330028000,119000000
33,291200000,1,00320342;10-01-20-024-0059-0000;TD11300027000,1099000000
65,2288000000,0,10-047-1365-0001;21001199;01012000210000000000;01211210110,1193000000
59,4855500000,0,TD11330030000;220002101;53,377000000
30,24700000,1,21001115;200000301;10511008001166004;01030500560002,1227000000
28,79300000,0,TD11300031000;TD11300036000;200000303,867000000
29,123500000,0,200000303;TD11300035000,537000000
31,6500000,1,01030500600002;TD11300027000;TD11300036000;01211310121,581000000
31,468000000,0,WR0001B,1456000000
49,2249000000,1,1001303001001;21001236,710000000
43,0,0,10511008001278000;01211310121;10-01-20-024-0046-0000,1473000000
40,10358400000,0,10521001001177000;220002301,1092000000
39,9106500000,0,220002301,456000000
71,3926000000,1,1.01E+13,0
38,786500000,0,06492;05100;10120114700011,714000000
30,488800000,0,10-01-20-024-0046-0000,916000000
45,1158300000,1,10-01-30-355-0005;230-0119-85,650000000
67,915200000,0,05100;01211310127,1129000000
58,5652400000,1,01020400620001;01012000210000000000;TD11330032000,1325000000
45,3058900000,1,010200100092;01211210113;01211210121,583000000
34,10400000000,0,266451,1249000000
27,3615300000,0,3010,700000000
51,703300000,0,10-01-20-388-0002,209000000
38,4648800000,0,1001303001004;10527001001278000;010200100092,431000000
28,3542500000,1,21001116;10-047-1360-0002;10-01-30-031-0037-0000;10521001001177000,1346000000
25,3060200000,1,01211210113;220002301,250000000
37,1007500000,0,10-01-30-355-0005,664000000
38,808600000,1,200-0135-12,318000000
37,5200000,0,01030500560002;01030500600002;01030500510002;10-01-20-024-0059-0000,634000000
34,6500000,1,200000303;01030500560002;10511008001278000,1315000000
37,5125900000,1,1.02E+12,1402000000
76,1042600000,0,01012000210000000000;1001303001003;03100,1325000000
48,3056300000,1,10-047-1360-0002,696000000
49,2349100000,0,10141114700031;220002301;10521001001177000;52,1287000000
62,2600000,0,200000301;10-01-20-024-0046-0000;01030500600002,224000000
33,2986100000,1,01211210121;00266451;1001303001001;10-059-1264-0001,352000000
19,1012700000,0,01020400530001;52;01211210122;10141114700031,970000000
25,140400000,1,10511008000996000;10511008001004000;01211310121,1273000000
31,596700000,0,10-003-1381-0001;10-01-20-388-0002,154000000
38,143000000,1,WR0001B;21001203;00320342;10511008001166004,253000000
31,17824300000,0,220002301;01211210122;01020400530001,24000000
24,4439500000,0,10-059-1264-0001;01020400380001;220002301,1298000000
24,3088800000,1,10527001001272000;10141114700031;10-01-30-031-0037-0000,443000000
26,235300000,1,10511008001166004;10511008001004000,47000000
73,582400000,1,06492;10-01-20-388-0002;01211310130,1191000000
29,928200000,1,10-003-1387-0001;4;01211310130;05100,1485000000
49,4690400000,1,266451,1459000000
42,6903000000,1,10521001001177000;52;21001236,1276000000
68,2787200000,0,220002101;10140114300011;220002501,495000000
60,2965300000,1,TD11330030000,363000000
53,3482700000,0,53,83000000
62,1943500000,1,01012000200000000003;01012000210000000000;10141116600001;10-01-30-355-0002,1285000000
33,1695200000,1,10-059-1264-0001;21001236;220002301;52,403000000
36,101400000,0,01211310121;21001203;10511008001278000;10511008001166004,71000000
46,568100000,0,1.01E+18,1090000000
37,9662900000,0,1001303001004;10-047-1360-0002;52,1354000000
53,7945600000,1,1001303001003;TD11330028000;10141114300011;10140114300011,1334000000
34,201500000,0,WR0001B;10511008001278000,737000000
24,12847900000,0,1001303001004;01020400530001;03010;10-01-30-355-0005,337000000
36,643500000,0,10120116100011;10-01-20-388-0002,193000000
34,382200000,0,TD11300027000;01211310121,293000000
48,11687000000,1,10-059-1264-0001;10527001001278000;21001116,550000000
43,4124900000,1,01020400610001;01211210113;10527001001278000;10-01-30-031-0037-0000,270000000
32,68900000,0,01030500600002;200000303;10-01-20-024-0059-0000;10-01-20-024-0046-0000,899000000
46,832000000,0,1.00E+12,740000000
32,282100000,0,320342,152000000
45,1045200000,0,TD11330031000;10-01-30-031-0037-0000,1073000000
29,1786200000,1,10-01-30-031-0037-0000;10140110400011,436000000
25,3900000,1,01030500510002;TD11300036000;TD11300031000;10511008001166004,845000000
20,652600000,1,1211310127,473000000
45,79300000,1,01030500560002;TD11300036000;21001115;00320342,1000000
42,198900000,0,1.03E+12,375000000
29,10400000,1,TD11300027000;21001115;TD11300035000;01211310121,608000000
23,1014000000,1,10-01-30-355-0005;10141114700031,108000000
37,819000000,0,1001202000002;10-003-1387-0001,1431000000
35,2809300000,1,10527001001272000;01020400490002;10140110400011;10521001001177000,747000000
61,42490500000,1,220002701;1001303001003;01020400620001;TD11330030000,1111000000
31,4399200000,0,10521001001177000;01020400530001,562000000
41,6903000000,0,10-059-1264-0001;01211210122;10527001001272000;10521001001177000,1407000000
34,497900000,1,21001203;200000303;01030500600002;WR0001B,991000000
32,1003600000,1,010200100092;10-059-1264-0001,781000000
32,3868800000,1,10521001001177000;10527001001272000,588000000
34,3547700000,0,10-01-30-355-0005;21000111,501000000
35,676000000,1,10120116100011;WR0001F;010300100335,125000000
44,266500000,1,10511008001166004;10511008001278000;10511008001004000;01211310121,709000000
32,3091400000,0,1.00E+12,1279000000
34,62400000,0,TD11300035000;00320342;200000301;TD11300027000,970000000
50,599300000,0,10-003-1381-0001;10120114700011,1300000000
32,150800000,0,10511008001004000;TD11300031000;200000301;TD11300027000,339000000
23,353600000,0,21001115,1063000000
32,1038700000,0,3010,217000000
60,0,1,21001203,1274000000
44,1994200000,0,10521001001177000;10-01-30-031-0037-0000;1001303001001,144000000
30,5794100000,1,01211210122;10140110400011;01020400610001;01020400490002,551000000
37,245700000,1,21001203,656000000
35,2444000000,0,10141114700031;1001303001005;10527001001278000;01211210113,347000000
36,0,0,21001203;10511008000996000,1081000000
39,15385500000,0,1.02E+12,1238000000
25,1090700000,0,266451,289000000
33,1237600000,0,1001303001005;10140110400011;TD11330029000;230-0119-85,921000000
28,256100000,0,10511008001278000;200000303,1477000000
31,2154100000,0,1.05E+16,694000000
56,2531100000,1,220002701,726000000
41,39000000,1,21001115;TD11300027000,152000000
68,2635100000,0,10-01-30-031-0018-0000,1283000000
61,1731600000,1,10-01-30-031-0018-0000;10521001000846001,211000000
37,93600000,0,01030500560002;10-01-20-024-0046-0000;01030500600002,583000000
28,198900000,0,10511008000996000;10-01-20-024-0046-0000;21001115,477000000
46,91000000,0,10-01-20-024-0059-0000;TD11300027000;10511008001004000,32000000
53,46800000,0,01030500560002;WR0001B;21001203;TD11300036000,514000000
32,257400000,0,10-01-20-024-0046-0000;TD11300027000,109000000
33,6500000,1,10511008000996000;10511008001004000;01030500560002;200000301,1149000000
57,3023800000,1,03202;010200100051;10-047-1381-0001,438000000
41,87100000,1,10-01-20-024-0059-0000;TD11300031000,182000000
24,777400000,1,10-003-1225-0001;05100,138000000
45,1985100000,0,21000111;220002301,935000000
49,2109900000,1,1.00E+12,744000000
30,328900000,1,01030500560002;10511008001004000;01211310121,493000000
26,1878500000,1,1.00E+12,1100000000
57,332800000,1,320342,936000000
39,1535300000,0,TD11330031000;10-047-1360-0002;10-059-1264-0001;01020400490002,1204000000
40,2139800000,1,03010;1001303001005;21001116;21000111,1048000000
52,401700000,0,00320342;21001115;200000301,1190000000
35,871000000,0,4;10120110400011;10120116100011,805000000
46,2854800000,1,10141114700031;21001236;10140110400011;1001303001004,260000000
49,1231100000,1,1.02E+12,1253000000
22,92300000,1,00320342;01030500600002;01030500510002,473000000
36,677300000,0,1211310127,1072000000
38,6649500000,0,01211210121;01211210113,58000000
40,22100000,0,01030500510002;01211310121;10511008001004000;TD11300035000,899000000
24,722800000,1,200-0135-12;WR0001L;10-003-1225-0001,250000000
78,297700000,1,TD11300035000;21001203,91000000
25,422500000,0,TD11300027000,248000000
63,6645600000,0,220002101;01020400510001;21001199;TD11330028000,544000000
31,15367300000,1,1.05E+16,1467000000
41,845000000,1,10-01-20-388-0002;06492,26000000
50,11242400000,1,01020400380001;01020400610001;10-047-1360-0002,873000000
27,218400000,1,10511008001166004;21001203,35000000
27,3231800000,1,1211210121,1053000000
50,514800000,0,01211310127;4;10-003-1225-0001;01013000110000000001,77000000
44,2328300000,1,3010,556000000
26,218400000,0,10511008000996000;TD11300036000;200000301;01030500560002,339000000
46,4300400000,0,3010,389000000
36,6137300000,0,10-01-30-031-0037-0000;TD11330029000;00266451,368000000
35,23544300000,1,10527001000925000;10-059-1264-0001;10-01-30-031-0037-0000,1242000000
68,1489800000,0,10140114300011;TD11330028000;TD11330032000;1001303001003,818000000
50,308100000,1,TD11300036000;TD11300031000;01030500560002,1062000000
36,803400000,1,01211310130;01013000110000000001;06492;10-003-1387-0001,268000000
34,1410500000,0,10527001001272000;230-0119-85,1256000000
30,1336400000,1,10521001001177000;10-01-30-355-0005;21001236,327000000
22,148200000,1,200000301;21001203;10-01-20-024-0059-0000,904000000
59,0,1,TD11300031000;00320342;10-01-20-024-0059-0000,516000000
60,820300000,1,1.01E+18,7000000
32,858000000,0,200-0135-12,212000000
46,3147300000,1,1.02E+12,446000000
23,1032200000,0,21000111;1001303001005;01020400610001,609000000
22,2779400000,0,10527001001272000;10521001001177000;10527001000925000;01020400610001,1430000000
59,3854500000,0,10-01-30-355-0002;01020400510001;21001199,108000000
26,288600000,0,10511008000996000;TD11300031000;21001203;10511008001004000,1228000000
35,9096100000,0,1.02E+12,125000000
53,864500000,0,01013000110000000001;10120114700011,1352000000
39,370500000,1,01211310121;21001115;01030500510002,951000000
32,614900000,1,WR0001L,1346000000
41,2893800000,1,52;10527001001278000;10140110400011;01020400490002,1498000000
37,318500000,0,10-01-20-024-0059-0000;01030500560002;200000301,1194000000
35,1472900000,1,10-01-30-355-0005,734000000
42,382200000,0,01030500510002;200000303,1459000000
27,586300000,0,200-0135-12,342000000
57,25048400000,0,10-047-1387-0001;01020400490001;10-01-30-031-0018-0000;01012000200000000003,945000000
41,1899300000,1,21000111;01020400530001;1001303001005;10521001001177000,1328000000
37,604500000,0,1211310130,346000000
44,0,0,TD11300036000;01030500510002;10511008000996000,722000000
32,850200000,1,1.01E+13,552000000
34,102700000,0,TD11300036000;10511008001278000;10-01-20-024-0046-0000,1108000000
42,5480800000,1,01211210113;21001116;10527001001278000,1104000000
54,85800000,1,1.03E+12,968000000
48,0,1,TD11300036000;21001115;00320342,1266000000
73,7200700000,1,10-047-1387-0001;10-047-1365-0001;53,164000000
33,3378700000,0,01211210121;01020400490002;1001303001004,1320000000
42,2843100000,1,21000111,934000000
57,2756000000,0,10-047-1387-0001;10140114300011,251000000
29,440700000,1,10511008000996000;TD11300031000,1214000000
47,10697700000,0,1.02E+12,932000000
51,449800000,1,TD11300036000,521000000
34,205400000,0,200000301;TD11300035000;00320342;01211310121,1118000000
25,9233900000,1,10527001000925000;1001303001005;01020400490002,1266000000
50,6311500000,0,10-01-30-355-0005;1001303001005;03010;10-01-30-031-0037-0000,1300000000
47,4804800000,1,1.05E+16,266000000
40,464100000,0,21001115;TD11300031000;01211310121,665000000
79,10795200000,0,01012000200000000003;10141109800021;03100,861000000
30,62400000,1,200000301;10-01-20-024-0046-0000;WR0001B,844000000
54,499200000,0,TD11300027000;01211310121;21001115;WR0001B,1139000000
53,976300000,0,1211310130,1321000000
33,4609800000,1,01211210121;TD11330031000,942000000
60,94900000,1,10511008001166004;WR0001B;01030500560002;TD11300036000,867000000
35,92300000,1,200000303;TD11300031000,140000000
46,1266200000,1,10-01-30-355-0005,1035000000
52,397800000,0,10511008000996000;10-01-20-024-0059-0000;10511008001278000,1402000000
50,4501900000,0,220002301;21000111,1400000000
47,4778800000,0,1.01E+13,1241000000
73,596700000,1,10-003-1384-0001;200-0135-12;10120110400011,515000000
35,371800000,1,01030500600002;10511008001004000,468000000
26,14300000,0,10511008001278000;200000301,609000000
46,354900000,0,1.03E+12,859000000
42,3464500000,1,01211210122;010200100092,1401000000
29,4277000000,0,10527001001272000;00266451,1077000000
30,11095500000,1,10140110400011;10527001001272000;1001303001004,475000000
37,1658800000,0,10527001000925000;21001116;230-0119-85;03010,402000000
28,3556800000,1,10-047-1360-0002;21001236;10-01-30-031-0037-0000;01211210113,398000000
32,13373100000,0,1.02E+12,803000000
53,2111200000,1,01020400510001;220002501,37000000
41,0,0,10-01-20-024-0059-0000;200000303;10-01-20-024-0046-0000;01030500560002,98000000
40,579800000,1,1.01E+13,195000000
53,513500000,1,06492;1001202000002;4;10-003-1381-0001,150000000
64,409500000,0,TD11300036000,360000000
32,629200000,1,10-01-20-388-0002;10120114700011,994000000
48,0,1,TD11300031000;TD11300036000;00320342,419000000
35,659100000,1,10120110400011;200-0135-12;10-003-1384-0001,967000000
43,3883100000,1,1.01E+13,682000000
25,1041300000,0,52;10527001001278000;10527001000925000;1001303001004,867000000
43,0,0,21001115;10-01-20-024-0059-0000;01030500560002,56000000
29,743600000,1,10-003-1387-0001,1071000000
61,2600000,0,10511008001166004;10511008000996000;TD11300027000,546000000
64,44200000,1,00320342;TD11300036000;200000301;WR0001B,771000000
27,1397500000,1,10-047-1360-0002,719000000
38,660400000,1,05100;10-01-20-388-0002,454000000
36,1203800000,0,1.02E+12,1139000000
61,14119300000,1,10141109800021;010200100104,1225000000
49,31200000,0,10-01-20-024-0046-0000;01030500600002;200000301,333000000
33,794300000,0,10120114700011;10120116100011;01211310127,1454000000
25,2414100000,0,1.05E+16,263000000
33,427700000,0,10511008001004000;10511008000996000,42000000
51,3425500000,1,10521001000846001;10140114300011,1039000000
32,292500000,0,10-01-20-024-0059-0000;10511008001278000;WR0001B;10511008001004000,390000000
32,2085200000,0,10-01-30-355-0005,716000000
72,6054100000,1,01020400510001;21001199;01012000210000000000;TD11330030000,698000000
34,1827800000,1,01020400610001;10-01-30-031-0037-0000;1001303001001;01211210122,935000000
38,8746400000,1,010200100092;TD11330031000;220002301,748000000
35,794300000,0,01211310130;10-003-1387-0001;200-0135-12,1175000000
38,2346500000,1,00266451;10521001001177000,1479000000
43,518700000,1,21001115;10511008001004000,883000000
31,270400000,1,10511008001166004;10511008000996000;00320342,85000000
30,14149200000,1,1.05E+16,1377000000
22,4513600000,0,TD11330029000;10521001001177000;1001303001001;10140110400011,353000000
46,722800000,0,05100;10-003-1381-0001;4;10120114700011,200000000
52,9349600000,1,TD11330032000;01020400490001,346000000
35,17498000000,1,10-01-30-031-0037-0000;00266451;01020400380001,127000000
71,3884400000,1,10140114300011;01020400510001;03202,45000000
30,132600000,0,TD11300027000;10511008001278000;10511008001004000;10-01-20-024-0059-0000,296000000
25,2428400000,0,01211210113;10527001000925000;10140110400011;01020400490002,97000000
34,751400000,0,TD11300027000;WR0001B,936000000
51,313300000,0,01030500600002;TD11300036000;10-01-20-024-0046-0000,987000000
25,210600000,1,TD11300035000;01211310121,497000000
48,6916000000,0,1.00E+12,1194000000
42,475800000,1,01030500560002;10-01-20-024-0059-0000;200000303;10511008001166004,326000000
55,1955200000,1,03100;10-01-30-031-0018-0000;010200100051,1421000000
38,340600000,0,WR0001B;01030500560002;21001115,571000000
26,248300000,1,10511008001004000;21001203;TD11300027000;01030500510002,556000000
27,94900000,1,TD11300035000;TD11300031000;TD11300027000;TD11300036000,520000000
75,465400000,0,10511008001278000;10-01-20-024-0059-0000,886000000
32,627900000,0,1211310130,935000000
39,6561100000,1,220002301;21001116;01020400490002,1379000000
46,7620600000,1,01211210113;01211210121,1065000000
40,0,1,TD11300035000;TD11300027000;200000301,1486000000
36,3695900000,0,03010;1001303001005;01211210121,523000000
54,456300000,1,TD11300036000;10-01-20-024-0059-0000;200000303,465000000
42,483600000,0,TD11300027000,936000000
42,36004800000,1,TD11330029000;00266451;10-047-1360-0002;01020400380001,513000000
37,172900000,0,01030500510002;10511008001166004;10511008000996000;10-01-20-024-0046-0000,1278000000
25,3900000,1,10511008001004000;01211310121;10511008001166004,561000000
29,20096700000,0,00266451;10-059-1264-0001,236000000
32,3316300000,1,10-01-30-031-0037-0000;01020400610001,214000000
64,742300000,1,10-01-20-388-0002,1183000000
55,10143900000,1,01020400510001;TD11330028000,269000000
56,0,1,00320342;200000301;10-01-20-024-0059-0000,551000000
28,31200000,0,01030500560002;10511008001004000;10-01-20-024-0046-0000;TD11300031000,584000000
52,2735200000,1,10140114700031;53;10141109800021;01012000200000000003,1494000000
36,4105400000,1,21000111;10527001001278000,178000000
25,13000000,0,TD11300035000;01030500560002;10-01-20-024-0046-0000;21001115,913000000
66,191100000,1,10511008001278000;TD11300031000;01030500510002,1459000000
31,16714100000,0,10140110400011;01020400490002;01211210113;21000111,530000000
43,5705700000,0,10141114700031;10-01-30-031-0037-0000;00266451,1208000000
59,616200000,1,10-003-1381-0001;WR0001L;10120110400011;4,1147000000
35,3023800000,0,1001303001005;1001303001004;10140110400011,431000000
48,4737200000,1,1001303001004;01211210121;10527001001278000;10140110400011,451000000
38,2584400000,0,21001116,326000000
27,2073500000,0,21001236,1211000000
25,430300000,1,TD11300027000;200000301;10-01-20-024-0046-0000;01211310121,1162000000
56,6009900000,0,21001259;10-047-1387-0001,1172000000
54,15623400000,0,21001259;10-047-1381-0001;10-047-1365-0001;010200100051,1004000000
36,200200000,1,TD11300027000;01030500510002,1201000000
31,247000000,1,01211310121;200000301;TD11300036000,1285000000
62,5075200000,1,10141114300011;010200100104,933000000
31,1146600000,1,TD11330031000,610000000
66,68900000,0,1.03E+12,909000000
32,8504600000,1,01211210122;1001303001001;21000111;10527001001272000,1461000000
40,893100000,0,10-003-1387-0001;10120114300011;10120114700011;01211310130,952000000
43,3983200000,1,52;03010,1466000000
51,11996400000,1,53,229000000
34,1040000000,0,21001236,1356000000
47,4556500000,1,1.00E+12,235000000
36,7745400000,1,01211210113;21001236,430000000
27,867100000,1,10120114300011;10-003-1387-0001;05100;10120110400011,665000000
52,46800000,0,10-01-20-024-0059-0000;01030500600002,1272000000
44,1376700000,1,01020400380001;1001303001005;03010;21001236,28000000
26,1189500000,1,10-059-1264-0001;10527001001278000,1237000000
32,2011100000,1,10527001000925000;01020400530001;21000111;220002301,1106000000
34,3965000000,1,21000111;03010;220002301,102000000
35,9165000000,1,010200100092;1001303001004,895000000
32,2600000,1,320342,454000000
43,18387200000,1,220002301,435000000
50,916500000,0,10120116100011;10-003-1384-0001;4,960000000
40,2285400000,1,10527001001272000;10521001001177000,62000000
29,618800000,1,1.01E+13,1469000000
32,452400000,1,10511008001004000;21001115;TD11300031000,166000000
50,7759700000,1,TD11330031000,960000000
65,4153500000,0,10141109800021;10141116600001;10521001000846001,1470000000
59,2616900000,0,TD11330030000;01012000210000000000;01012000200000000003,721000000
44,157300000,1,01030500560002;TD11300035000;WR0001B,1122000000
33,106600000,0,21001115;TD11300027000;WR0001B;TD11300035000,416000000
33,1215500000,0,010200100092;TD11330029000;1001303001004,326000000
57,4880200000,0,01012000210000000000;01020400510001;TD11330032000,304000000
38,135200000,0,01030500510002;10-01-20-024-0046-0000;WR0001B;21001115,659000000
49,6176300000,0,00266451;01211210113;TD11330029000,557000000
45,1987700000,1,10521001001177000;52;01211210113;01020400610001,984000000
25,132600000,0,01030500510002;10511008001004000,3000000
22,2334800000,1,10527001001278000;03010;01211210122;1001303001001,757000000
32,1215500000,0,01020400380001;10-01-30-031-0037-0000,962000000
36,474500000,0,10511008000996000;TD11300027000;21001203,1235000000
32,288600000,0,10-01-20-024-0059-0000,139000000
45,0,0,200000301;200000303;10511008001278000,1452000000
35,1319500000,0,52;10-01-30-355-0005;21000111,1159000000
23,139100000,1,200000301;10511008001166004;10511008000996000,602000000
50,106600000,0,200000301;10511008001166004;200000303;TD11300027000,496000000
31,1140100000,1,10141114700031;220002301;1001303001004;21001116,995000000
61,3324100000,0,010200100104;01020400510001,1414000000
42,2174900000,1,01020400610001;10527001001272000,156000000
39,3207100000,0,1001303001001;10-01-30-355-0005;10140110400011,529000000
37,1274000000,1,10-059-1264-0001,1295000000
30,237900000,0,10511008001278000;21001115;01211310121,888000000
55,503100000,1,01211310130;10-01-20-388-0002,1448000000
30,596700000,0,010300100335;10120116100011;10-01-20-388-0002,11000000
57,1595100000,1,1001303001003;220002701,430000000
31,392600000,0,WR0001B;TD11300031000;21001115,185000000
37,227500000,1,01030500510002;10511008000996000;10511008001278000,800000000
34,236600000,1,TD11300027000;TD11300031000,923000000
31,477100000,0,10-01-20-024-0046-0000;01030500510002;200000301,123000000
52,1138800000,0,10-01-30-031-0018-0000;03100,1270000000
48,261300000,1,01030500560002;TD11300027000;10-01-20-024-0059-0000;WR0001B,1296000000
73,1034800000,1,10141109800021;21001259;10-047-1365-0001;10140114300011,335000000
54,0,0,10-01-20-024-0046-0000,218000000
38,2026700000,1,220002301;10-047-1360-0002,1492000000
39,91000000,1,10-01-20-024-0046-0000;21001115;10-01-20-024-0059-0000;10511008000996000,596000000
44,3554200000,0,52;10-01-30-031-0037-0000;TD11330029000,286000000
29,4586400000,1,1001303001004;52,1487000000
51,609700000,0,200-0135-12;01211310130;1001202000002,951000000
31,4304300000,0,10140110400011;220002301,139000000
33,197600000,0,10-01-20-024-0059-0000;21001115;01030500560002,267000000
39,1361100000,1,230-0119-85;01020400490002;010200100092;01211210121,22000000
30,629200000,1,10-003-1384-0001,1048000000
39,2063100000,1,10-01-30-031-0037-0000;010200100092;01020400610001,988000000
25,5799300000,1,21001116,1099000000
57,4616300000,0,10-01-30-355-0002,728000000
35,643500000,0,1.01E+13,7000000
27,4929600000,1,21001236;52;10141114700031,842000000
27,635700000,1,1.00E+12,263000000
28,206700000,1,21001115,241000000
41,1280500000,0,10-047-1360-0002;21000111;10-01-30-031-0037-0000,141000000
46,479700000,1,TD11300035000;TD11300031000;21001203;TD11300027000,1101000000
38,334100000,1,10511008001004000;10511008001166004;TD11300027000,952000000
35,3612700000,0,10527001001272000;1001303001005,108000000
24,829400000,1,10120116100011;10-003-1387-0001,1206000000
24,1082900000,1,TD11330031000;01020400490002,988000000
28,12108200000,1,01211210122;01020400610001;230-0119-85;01020400490002,712000000
28,6168500000,0,01020400530001;220002301,876000000
53,3500900000,0,03202;10140114300011;TD11330032000,1427000000
45,208000000,1,10511008001166004;200000303;10511008001278000;WR0001B,1428000000
33,2206100000,0,10-01-30-031-0037-0000;1001303001005,1362000000
51,0,1,10511008001278000;00320342,1188000000
32,1001000000,0,10511008000996000;01211310121;TD11300031000;200000303,1362000000
65,27047800000,1,10141116600001;10-01-30-031-0018-0000;01020400490001;10-047-1365-0001,1111000000
32,4076800000,1,1001303001001;21001116;10-059-1264-0001,64000000
67,1859000000,1,10200100051,86000000
53,8880300000,1,53,315000000
41,863200000,0,10-003-1381-0001;01013000110000000001;200-0135-12;01211310127,630000000
30,63700000,0,1.03E+12,1445000000
37,785200000,0,01211310127;10-01-20-388-0002,765000000
27,1210300000,1,TD11330031000;01020400530001,161000000
77,908700000,0,10120110400011;10-01-20-388-0002;01013000110000000001,1256000000
32,275600000,0,00320342;TD11300036000;10511008001166004;200000303,984000000
25,470600000,0,200000301;TD11300031000;TD11300035000;01211310121,998000000
32,3467100000,1,1001303001005;01020400380001,925000000
43,980200000,0,21001115;10511008001166004;200000303,712000000
30,672100000,0,10120114700011;10-01-20-388-0002;01013000110000000001,1018000000
59,335400000,0,21001203;21001115;200000301;01211310121,684000000
61,4082000000,0,01211210110;10-047-1387-0001,526000000
32,855400000,0,10120116100011;WR0001L;10-003-1387-0001,363000000
37,331500000,0,01030500600002;10511008001278000;10511008001004000,561000000
51,6955000000,0,1001303001003;10140114700031;01211210110;220002101,105000000
55,12682800000,1,53;10141116600001;10-047-1381-0001,244000000
38,4739800000,1,10-01-30-355-0005;01211210113;01020400490002;01020400380001,1390000000
47,478400000,1,1.05E+16,583000000
59,1300000,0,10-01-20-024-0046-0000;TD11300035000;01030500560002,1178000000
51,1865500000,0,21001199;TD11330028000;10-01-30-355-0002,960000000
25,158600000,1,TD11300036000;10-01-20-024-0059-0000,574000000
67,2635100000,1,01020400490001;10-01-30-031-0018-0000;TD11330028000;10-047-1365-0001,949000000
58,644800000,1,10-01-20-388-0002;WR0001F;010300100335;10-003-1381-0001,1108000000
52,107900000,0,TD11300035000,343000000
54,607100000,1,10-003-1225-0001;10-003-1384-0001;10120110400011;4,629000000
27,0,0,1211310121,181000000
41,612300000,0,01211310127;200-0135-12;10-003-1384-0001;10120110400011,1212000000
72,7429500000,0,10200100051,212000000
24,505700000,1,10-01-20-024-0059-0000,531000000
36,473200000,0,01030500510002;21001115;10-01-20-024-0046-0000,1381000000
39,32500000,1,200000301;10511008001004000,1308000000
55,4485000000,0,10-047-1365-0001,16000000
35,3086200000,1,1.02E+12,853000000
