age,money,salary,gender,product
38,1558700000,155870000,1,01020400530001;10521001001177000;10527001001278000
62,739700000,73970000,1,4;10-003-1384-0001
34,0,20000000,1,10511008001166004;10511008001004000;TD11300035000;200000303
56,2585700000,258570000,0,220002101;10-047-1365-0001
48,59800000,20000000,1,TD11300027000
42,483600000,48360000,0,21001115
68,3655600000,365560000,1,010200100051;01211210110;10141114300011;21001199
43,3837600000,383760000,0,10527001001278000;21000111;1001303001004
62,739700000,73970000,1,4;01211310127;01013000110000000001
68,3655600000,365560000,0,220002101;10140114700031
38,1558700000,155870000,1,1001303001005;010200100092;220002301;230-0119-85
63,5075200000,500000000,0,21001259;01012000210000000000
48,202800000,20280000,0,01030500560002;21001203;01030500510002;200000303
45,266500000,26650000,1,TD11300031000;10511008001278000
59,2112500000,211250000,1,10141116600001;10140114700031;10141109800021;21001259
35,539500000,53950000,0,10-003-1384-0001
32,2355600000,235560000,0,01020400380001;01020400490002;1001303001005;21001236
93,1007500000,100750000,1,01012000210000000000;220002701
33,234000000,23400000,1,TD11300027000;10-01-20-024-0046-0000;WR0001B
48,59800000,20000000,0,10511008001004000;01030500600002;01211310121
38,5222100000,500000000,0,10-059-1264-0001;00266451
29,568100000,56810000,1,06492;01211310130;10-003-1225-0001;01211310127
38,413400000,41340000,1,200000301;WR0001B;01030500510002;200000303
41,2139800000,213980000,0,3010
57,611000000,61100000,1,10-01-20-388-0002;01013000110000000001;WR0001L
53,4668300000,466830000,0,10-047-1381-0001;01012000210000000000
56,2648100000,264810000,0,10-01-30-031-0018-0000;10521001000846001;TD11330032000
33,3872700000,387270000,0,10140110400011;01211210122;10-01-30-031-0037-0000;10527001001278000
41,1419600000,141960000,1,10-047-1360-0002;52;21000111;10527001001278000
34,859300000,85930000,1,1001202000002;WR0001F;10-003-1387-0001
29,2854800000,285480000,1,1001303001001;01211210113
34,542100000,54210000,0,010300100335;10-01-20-388-0002
21,2700100000,270010000,0,1001303001004;10527001000925000;01020400380001
37,2967900000,296790000,1,21001236;10140110400011
33,1996800000,199680000,0,10527001001278000;10-047-1360-0002
45,579800000,57980000,0,1211310130
61,6500000,20000000,1,21001203;10-01-20-024-0046-0000
22,280800000,28080000,1,TD11300031000;10511008000996000;21001115;01030500510002
37,734500000,73450000,0,10-003-1384-0001;10-003-1225-0001
45,618800000,61880000,1,4;10-003-1387-0001
35,-41600000,20000000,0,TD11300027000;00320342;TD11300035000;01211310121
28,1752400000,175240000,1,01020400610001;1001303001005;10141114700031
31,296400000,29640000,1,1.03E+12
62,2416700000,241670000,0,21001259;220002501
47,2997800000,299780000,1,10-047-1360-0002;03010
57,2649400000,264940000,1,TD11330030000;01020400620001;01211210110
60,1071200000,107120000,1,10-01-30-031-0018-0000;01211210110;10141109800021;21001199
25,452400000,45240000,0,TD11300036000
40,1969500000,196950000,0,220002301;230-0119-85
33,1968200000,196820000,1,TD11330029000
53,122200000,20000000,0,01030500560002;10-01-20-024-0059-0000;WR0001B
30,3022500000,302250000,0,52;01020400530001
36,542100000,54210000,0,WR0001F;10120114300011
56,4485000000,448500000,1,01020400490001;01020400620001
38,3305900000,330590000,1,TD11330031000;01211210121;1001303001004
29,603200000,60320000,0,WR0001L
61,2408900000,240890000,1,010200100104;01020400510001;10141109800021
62,353600000,35360000,1,01030500510002;TD11300035000
24,2502500000,250250000,1,220002301;10141114700031
65,3030300000,303030000,1,03202;220002701;10140114700031;01020400620001
70,421200000,42120000,0,200000301
60,150800000,20000000,0,TD11300027000;TD11300031000;10-01-20-024-0046-0000;21001115
30,2312700000,231270000,1,10-047-1360-0002;01211210113;10527001001278000
51,449800000,44980000,0,10511008000996000;01030500560002;01030500600002
36,458900000,45890000,0,1.05E+16
42,36004800000,500000000,0,230-0119-85
58,2801500000,280150000,0,1.02E+12
43,536900000,53690000,1,010300100335;10-003-1381-0001
77,3367000000,336700000,0,220002701
34,416000000,41600000,1,01030500510002;200000301;TD11300036000;01030500560002
35,1890200000,189020000,0,10-047-1360-0002;01211210121;21001236;01020400380001
39,1796600000,179660000,0,10141114700031;10527001001278000;21001116;03010
35,3155100000,315510000,1,01211210122;21000111;01020400380001
41,3247400000,324740000,0,220002301;1001303001004
25,1303900000,130390000,0,1001303001004;10-059-1264-0001;21000111;10-01-30-355-0005
51,2609100000,260910000,1,1001303001003;01020400620001;TD11330030000;03100
48,1203800000,120380000,0,01211210122;01211210113
26,821600000,82160000,0,4;06492;01211310127;10120116100011
55,2867800000,286780000,0,03202;21001259;01020400490001
49,2379000000,237900000,0,10-01-30-031-0037-0000
29,1058200000,105820000,1,1001303001001;10527001001278000;00266451
67,6857500000,500000000,0,1.05E+16
42,2767700000,276770000,0,10141114700031;21000111;01020400610001;1001303001005
35,3532100000,353210000,0,10527001001272000;01020400530001;10-01-30-355-0005
37,443300000,44330000,0,01030500560002;TD11300035000;00320342;10511008000996000
35,3750500000,375050000,0,21001116
61,679900000,67990000,0,10-01-20-388-0002;10120110400011
60,5532800000,500000000,0,TD11330030000
33,629200000,62920000,1,01211310127;10-003-1225-0001
27,695500000,69550000,1,1.00E+12
24,560300000,56030000,0,01211310130;10-003-1384-0001;WR0001L
57,1649700000,164970000,1,10200100104
63,0,20000000,1,1.03E+12
61,274300000,27430000,1,WR0001B;10-01-20-024-0059-0000;21001203
52,5215600000,500000000,0,10-01-30-031-0018-0000;10521001000846001
34,812500000,81250000,1,1.00E+12
28,2059200000,205920000,0,10-01-30-031-0037-0000
60,409500000,40950000,0,01030500510002;10511008001166004;TD11300031000
32,260000000,26000000,1,01211310121;21001115;10511008001166004;200000303
34,765700000,76570000,0,10-003-1225-0001;10120114300011;06492;10120116100011
31,-266500000,20000000,1,10511008001004000;00320342
28,-59800000,20000000,0,1.05E+16
55,10795200000,500000000,1,01020400620001;TD11330028000
65,400400000,40040000,1,10511008001166004;01211310121
37,1446900000,144690000,1,21001236;TD11330029000;10527001001278000
35,1289600000,128960000,1,01020400380001;01211210113
33,353600000,35360000,0,TD11300035000
75,1836900000,183690000,0,220002501;01211210110
48,2364700000,236470000,0,10-059-1264-0001;1001303001001;01020400610001;21001116
33,2109900000,210990000,1,10521001001177000;10527001001272000
38,819000000,81900000,0,WR0001F;06492;1001202000002
25,3867500000,386750000,1,10141114700031;1001303001004;10-01-30-031-0037-0000;10140110400011
41,10358400000,500000000,0,03010;21001236
25,200200000,20020000,1,00320342;10-01-20-024-0059-0000
27,6719700000,500000000,0,10521001001177000;21001236
49,296400000,29640000,0,1.03E+12
43,6428500000,500000000,1,220002301;21001116;01020400610001;230-0119-85
52,2220400000,222040000,1,10140114700031;01012000200000000003;10141116600001;10-01-30-355-0002
48,0,20000000,0,00320342;21001115
29,2059200000,205920000,0,01211210121;21001236
43,2219100000,221910000,0,10527001001272000;01211210113;10-059-1264-0001;03010
65,1237600000,123760000,1,03100;10141109800021;220002101
72,2571400000,257140000,1,10-01-30-355-0002;TD11330032000
26,1436500000,143650000,0,10521001001177000;TD11330029000;00266451;01211210122
37,67600000,20000000,1,10-01-20-024-0059-0000;10511008001278000;200000303
37,8802300000,500000000,0,21001236;1001303001004;10-01-30-031-0037-0000
28,1157000000,115700000,0,230-0119-85
61,72800000,20000000,0,TD11300035000;10511008001166004
32,2137200000,213720000,1,230-0119-85;01020400610001
51,196300000,20000000,1,21001203
38,0,20000000,1,TD11300036000;10511008001004000;01030500560002
34,2912000000,291200000,0,10527001001272000;1001303001005;00266451;21001236
60,1244100000,124410000,0,10141116600001;220002101;03100;10140114700031
24,895700000,89570000,0,01211310127;01013000110000000001
36,2809300000,280930000,1,10-01-30-031-0037-0000
46,1985100000,198510000,1,1001303001001;01020400610001;52;010200100092
80,10795200000,500000000,0,10141109800021;03202
37,907400000,90740000,1,6492
39,642200000,64220000,0,10-003-1387-0001;10120116100011
62,3641300000,364130000,0,220002701
84,6189300000,500000000,1,01020400510001;010200100104;1001303001003
24,1084200000,108420000,0,21001236
24,180700000,20000000,0,10511008000996000;TD11300036000;01030500600002;TD11300031000
28,15600000,20000000,0,200000303;TD11300035000;01030500510002
31,1140100000,114010000,0,10527001001278000;010200100092
33,2685800000,268580000,0,10141114700031;01211210113;TD11330031000;01211210121
33,721500000,72150000,0,4;10120114700011;10120110400011
64,62400000,20000000,1,10-01-20-024-0046-0000
48,305500000,30550000,0,200000303;WR0001B;01030500600002
28,2073500000,207350000,0,10527001001278000;10521001001177000
28,7463300000,500000000,1,00266451;01211210113;21000111;10141114700031
69,553800000,55380000,0,10-003-1387-0001;01211310127;10-01-20-388-0002;10120110400011
28,243100000,24310000,1,10511008001004000;TD11300031000;TD11300035000;10511008001166004
24,215800000,21580000,1,21001115;200000301
52,1840800000,184080000,1,01020400490001;01012000200000000003
37,1545700000,154570000,1,01020400380001;21000111;21001236;10-01-30-031-0037-0000
25,631800000,63180000,1,200-0135-12;10-003-1225-0001;10-003-1387-0001
58,0,20000000,0,21001115;WR0001B;10-01-20-024-0046-0000
62,3324100000,332410000,1,010200100051;01020400620001
41,4079400000,407940000,0,10200100092
28,2236000000,223600000,1,10527001001272000;21001236;10521001001177000
75,2294500000,229450000,1,1.01E+13
21,1957800000,195780000,0,1211210121
40,4660500000,466050000,0,1001303001001;00266451
35,340600000,34060000,0,TD11300031000;10-01-20-024-0046-0000
49,1420900000,142090000,1,01020400380001;10527001000925000;1001303001001;21001116
39,98800000,20000000,1,1.03E+12
63,6084000000,500000000,0,220002101;10140114300011
38,1920100000,192010000,1,10527001000925000;10140110400011;TD11330031000
72,4629300000,462930000,0,10200100051
31,4342000000,434200000,0,10-01-30-355-0005
49,1392300000,139230000,0,10141114700031;10527001001278000;21001236;21001116
29,321100000,32110000,0,200000303
39,145600000,20000000,0,1.05E+16
78,685100000,68510000,1,01211310127;4;06492;05100
61,3354000000,335400000,1,220002501;10141116600001
60,1267500000,126750000,1,21001199;01012000210000000000;TD11330030000;10-047-1365-0001
58,3881800000,388180000,1,10141114300011;10140114300011
67,2662400000,266240000,1,1211210110
20,3620500000,362050000,0,230-0119-85;10527001001278000;01211210122
28,165100000,20000000,1,10511008001278000;TD11300035000;01030500600002
41,0,20000000,0,200000301;01030500560002
31,6436300000,500000000,1,220002301;10527001000925000;01211210122;10140110400011
37,634400000,63440000,1,10120114300011;10-003-1384-0001;10120116100011;200-0135-12
81,1500200000,150020000,0,10141114300011;03100;01211210110;TD11330028000
46,811200000,81120000,0,05100;10-01-20-388-0002;01013000110000000001
46,5645900000,500000000,1,01020400490002;10140110400011;21001236
44,3077100000,307710000,0,10527001001272000;TD11330029000
23,367900000,36790000,1,1.03E+12
40,8323900000,500000000,0,010200100092;1001303001001;10-047-1360-0002
27,1042600000,104260000,1,21001116;TD11330029000;00266451
60,4855500000,485550000,1,10141116600001;01211210110;1001303001003;21001259
55,3500900000,350090000,1,010200100104;10140114300011
43,0,20000000,0,01211310121;TD11300027000;00320342
26,1335100000,133510000,1,1001303001005;10141114700031;00266451
25,5072600000,500000000,1,10527001001272000;10527001001278000;1001303001005
31,315900000,31590000,0,10511008000996000;200000301
54,0,20000000,1,TD11300036000;01030500600002;TD11300027000;10-01-20-024-0059-0000
29,1371500000,137150000,0,10527001001272000;10521001001177000
36,78000000,20000000,0,1.05E+16
59,7016100000,500000000,0,TD11330032000;10140114300011;10521001000846001
37,282100000,28210000,1,TD11300035000
28,8516300000,500000000,0,01020400530001;21000111;01020400490002
35,393900000,39390000,1,10-01-20-024-0046-0000;TD11300027000;WR0001B
32,2720900000,272090000,0,21001116;03010;10521001001177000;01211210113
49,1517100000,151710000,1,00266451;10527001001278000;10527001001272000;21001236
50,3088800000,308880000,1,10-059-1264-0001;03010;1001303001005;10141114700031
55,0,20000000,1,TD11300031000;00320342;WR0001B
81,1233700000,123370000,1,010200100051;220002101;TD11330032000
24,510900000,51090000,0,01013000110000000001;10120114300011
38,3481400000,348140000,1,01211210121;1001303001005
61,14300000,20000000,1,01030500600002;10-01-20-024-0059-0000;200000303
67,5740800000,500000000,0,21001259;21001199;10141116600001
28,507000000,50700000,1,10-003-1384-0001;10120114300011;06492;05100
29,2514200000,251420000,1,10-01-30-031-0037-0000
31,4564300000,456430000,0,10-059-1264-0001;03010;01020400610001;230-0119-85
71,2204800000,220480000,1,21001259
33,1661400000,166140000,0,21001236
47,1314300000,131430000,1,52
39,3820700000,382070000,1,10-059-1264-0001;1001303001005;1001303001004
26,4505800000,450580000,0,00266451;01211210121;10-01-30-031-0037-0000
22,483600000,48360000,0,00320342;01211310121;21001203;10-01-20-024-0059-0000
34,713700000,71370000,1,01211310127;10-003-1225-0001
32,1432600000,143260000,0,10527001001278000;1001303001001
48,1264900000,126490000,1,220002301
32,638300000,63830000,0,1001202000002;01211310130
58,4338100000,433810000,0,10141116600001;01020400620001;03100
48,478400000,47840000,0,21001203;TD11300036000;10511008001166004
28,423800000,42380000,0,01030500510002;21001203;00320342
36,15943200000,500000000,1,01211210122;03010
67,263900000,26390000,0,01030500510002;01030500560002;TD11300027000
30,652600000,65260000,0,10-003-1387-0001
27,449800000,44980000,1,1.05E+16
31,5626400000,500000000,0,1.05E+16
27,362700000,36270000,0,00320342;01030500560002;200000303
33,170300000,20000000,1,TD11300036000
36,3439800000,343980000,1,TD11330031000;TD11330029000;10141114700031
62,7800000,20000000,0,WR0001B;200000303;01030500600002
29,2052700000,205270000,0,21000111;TD11330031000;10527001001278000;220002301
26,2609100000,260910000,0,10-059-1264-0001;01020400380001;230-0119-85
59,1300000,20000000,1,01030500510002;TD11300036000;TD11300031000
51,609700000,60970000,0,10120114700011;010300100335;10120114300011;01013000110000000001
27,835900000,83590000,1,4;01211310127;10-01-20-388-0002
60,668200000,66820000,1,WR0001F
42,1675700000,167570000,0,10521001001177000;10140110400011
47,4778800000,477880000,1,1.02E+12
43,0,20000000,1,TD11300027000;TD11300031000;01030500560002;21001115
22,135200000,20000000,1,TD11300027000;WR0001B;00320342;01030500600002
34,206700000,20670000,1,10511008001278000;200000303
39,946400000,94640000,0,10-003-1384-0001
27,139100000,20000000,1,21001203;10-01-20-024-0059-0000;21001115;TD11300036000
49,2529800000,252980000,1,01211210121;10-01-30-031-0037-0000
42,1974700000,197470000,0,21000111;10-01-30-031-0037-0000;52
64,6645600000,500000000,0,220002701;10141116600001;53
44,1417000000,141700000,1,10521001001177000;52;010200100092
64,6282900000,500000000,0,220002101;21001199
29,2502500000,250250000,1,10-059-1264-0001
52,435500000,43550000,1,10511008001004000;01211310121;TD11300035000
52,482300000,48230000,0,10511008001278000;200000303
54,7117500000,500000000,0,010200100051;01020400510001;01020400490001
37,263900000,26390000,0,200000301
48,65000000,20000000,1,1.05E+16
28,15420600000,500000000,1,52;10-059-1264-0001;10141114700031
77,1066000000,106600000,1,21001259;01012000200000000003;10521001000846001
63,1028300000,102830000,1,220002501;10-01-30-355-0002
34,1662700000,166270000,1,21001116
29,591500000,59150000,1,06492;200-0135-12;10-003-1384-0001;10120114300011
38,696800000,69680000,0,10-003-1225-0001;4;10-003-1384-0001
47,2200900000,220090000,1,10-01-30-355-0005;10-047-1360-0002
63,1943500000,194350000,0,10-01-30-031-0018-0000;01012000210000000000;010200100104
30,1280500000,128050000,0,00266451;01020400610001;10141114700031;52
74,1215500000,121550000,0,10140114700031;03100
31,533000000,53300000,0,10-003-1381-0001;10-01-20-388-0002
33,66300000,20000000,0,TD11300035000;01030500510002;01211310121;10-01-20-024-0059-0000
25,882700000,88270000,0,WR0001F;01211310130
78,2314000000,231400000,1,21001199;10-01-30-355-0002
26,288600000,28860000,0,01030500510002;10511008001004000;200000303;01030500560002
47,1573000000,157300000,0,01020400530001;1001303001004;21001236;00266451
56,2200900000,220090000,1,01020400490001;010200100104
54,1138800000,113880000,0,01012000200000000003;TD11330028000
46,4300400000,430040000,0,010200100092;01211210122
47,0,20000000,1,10-01-20-024-0046-0000
24,1068600000,106860000,1,01020400490002;10-047-1360-0002;01020400530001
70,0,20000000,0,01030500510002;TD11300035000
63,5075200000,500000000,1,01020400510001;010200100051;10521001000846001;01012000210000000000
22,3234400000,323440000,0,01020400380001;21001236;10-047-1360-0002
38,114400000,20000000,1,00320342;21001115;TD11300027000
44,157300000,20000000,1,1.03E+12
52,0,20000000,1,TD11300036000
35,0,20000000,0,21001203;21001115
29,603200000,60320000,1,1.01E+18
41,102700000,20000000,1,TD11300035000
62,3324100000,332410000,1,10521001000846001;TD11330028000;10141116600001;03202
62,353600000,35360000,0,TD11300035000;01030500560002;200000301
38,3305900000,330590000,1,01211210121;10521001001177000;01020400610001;01020400530001
36,1591200000,159120000,1,230-0119-85;01211210122;01020400530001;21001116
34,416000000,41600000,0,01030500560002;10-01-20-024-0059-0000
60,5532800000,500000000,0,TD11330030000;010200100104;220002701
32,1518400000,151840000,0,01020400530001;230-0119-85;03010;21000111
29,913900000,91390000,1,01211310130;10-003-1225-0001
32,176800000,20000000,0,21001115;10511008000996000;21001203;10511008001004000
75,4953000000,495300000,0,3100
29,994500000,99450000,1,1001202000002;10120114300011
68,1489800000,148980000,1,10-047-1365-0001;10-047-1381-0001;TD11330032000
25,465400000,46540000,1,01030500560002;01030500600002;10-01-20-024-0059-0000
36,1964300000,196430000,1,010200100092;03010;10-01-30-355-0005;230-0119-85
38,724100000,72410000,1,200-0135-12;01013000110000000001
53,757900000,75790000,0,WR0001F
34,724100000,72410000,1,10-003-1387-0001;10120116100011;010300100335
23,146900000,20000000,1,21001115;200000301
73,3705000000,370500000,0,53;10-01-30-355-0002
25,656500000,65650000,0,10-003-1384-0001;10-01-20-388-0002;010300100335;01211310127
51,1072500000,107250000,1,10-047-1387-0001;10-01-30-031-0018-0000
72,7429500000,500000000,1,1.01E+13
42,-279500000,20000000,1,TD11300035000;10-01-20-024-0046-0000;00320342;10511008001166004
59,2910700000,291070000,1,10140114300011;10-01-30-031-0018-0000;01211210110
32,488800000,48880000,0,01211310121;200000301;TD11300027000
36,20130500000,500000000,1,1.00E+12
34,3793400000,379340000,1,10140110400011;230-0119-85
28,87100000,20000000,1,TD11300031000
54,2163200000,216320000,0,3100
27,249600000,24960000,0,TD11300031000;10-01-20-024-0059-0000;10511008000996000;TD11300035000
42,1974700000,197470000,1,10-047-1360-0002;10527001001272000;21000111
31,0,20000000,1,01030500510002;TD11300031000;01030500600002
41,0,20000000,1,00320342;01030500600002;10-01-20-024-0046-0000
37,6120400000,500000000,0,10527001000925000;10-047-1360-0002
31,4267900000,426790000,0,1.01E+13
33,1574300000,157430000,1,1001303001001;10-047-1360-0002;01211210121
27,451100000,45110000,0,TD11300027000
44,549900000,54990000,0,WR0001L
22,5176600000,500000000,1,1.00E+12
25,3257800000,325780000,0,21000111;01211210121;21001236
30,906100000,90610000,0,10-003-1381-0001
46,592800000,59280000,1,WR0001L;1001202000002;01013000110000000001
32,421200000,42120000,0,200000301
57,7498400000,500000000,1,53;010200100104
41,1972100000,197210000,0,TD11330031000;01211210113;230-0119-85;10527001000925000
62,0,20000000,1,10511008001278000;01030500510002;200000303;TD11300036000
28,626600000,62660000,1,1001202000002;10-003-1384-0001;4;10120116100011
77,829400000,82940000,0,10300100335
47,3281200000,328120000,1,1001303001005;TD11330031000
40,5900700000,500000000,0,1.05E+16
41,2650700000,265070000,1,01211210121;21001236;21000111;10527001001272000
28,166400000,20000000,0,10511008001004000;00320342;10-01-20-024-0059-0000
51,6223100000,500000000,0,21001199;1001303001003;10140114700031;10-01-30-355-0002
47,1491100000,149110000,0,10-01-30-031-0037-0000
37,2571400000,257140000,1,1.05E+16
29,66300000,20000000,0,21001115;01211310121;TD11300036000
24,-158600000,20000000,0,1.05E+16
27,382200000,38220000,1,10511008001004000;10-01-20-024-0059-0000;WR0001B;01030500600002
23,1198600000,119860000,1,1211210121
32,66300000,20000000,1,01030500510002;01211310121;21001115;TD11300035000
40,902200000,90220000,0,WR0001F;1001202000002;10-003-1384-0001
32,789100000,78910000,1,10-003-1384-0001
57,2801500000,280150000,0,01211210110;21001259
28,206700000,20670000,0,TD11300035000;10511008001166004;10511008001278000;10-01-20-024-0059-0000
35,9165000000,500000000,0,230-0119-85;10-01-30-031-0037-0000;10527001000925000;1001303001001
35,1371500000,137150000,1,01020400610001;21001236
24,10614500000,500000000,1,01020400380001;10527001001272000
36,488800000,48880000,0,TD11300031000;10511008000996000
66,4811300000,481130000,0,10140114300011;TD11330030000
45,837200000,83720000,1,1.01E+18
28,4709900000,470990000,0,21000111;1001303001005;52
45,468000000,46800000,0,10-01-20-024-0046-0000;WR0001B
31,369200000,36920000,1,TD11300031000;21001115;10-01-20-024-0059-0000;TD11300027000
45,2460900000,246090000,1,1001303001005;01020400380001;52;10521001001177000
34,89700000,20000000,1,1.03E+12
39,1761500000,176150000,1,01211210113;10521001001177000;01020400530001;01211210122
24,1957800000,195780000,0,1.00E+12
33,1810900000,181090000,0,220002301;TD11330029000
54,633100000,63310000,1,WR0001L;10-003-1384-0001;06492;10120116100011
26,851500000,85150000,1,06492;10-003-1381-0001;10-003-1225-0001
30,2324400000,232440000,1,52;1001303001004;10527001000925000;00266451
37,0,20000000,0,01030500600002;TD11300027000
32,53300000,20000000,0,01030500600002;10511008001004000;TD11300027000;TD11300036000
39,279500000,27950000,1,01030500560002;21001115;TD11300036000;00320342
27,1543100000,154310000,1,21001116;10141114700031
54,0,20000000,0,TD11300027000;200000303;01030500560002;21001203
54,1576900000,157690000,1,220002701
71,848900000,84890000,0,01211310130;06492;10120114300011
41,4453800000,445380000,1,01211210113;TD11330031000
29,309400000,30940000,0,10511008000996000;10511008001004000;200000303
60,2197000000,219700000,0,220002101
60,0,20000000,0,TD11300027000;21001115;WR0001B
36,35100000,20000000,1,01211310121;TD11300035000
34,885300000,88530000,1,05100;10-003-1387-0001;01211310130
27,23644400000,500000000,1,01211210113;03010;10521001001177000
34,1307800000,130780000,1,10141114700031;TD11330029000;01211210113
36,1757600000,175760000,1,220002301;010200100092;03010;1001303001005
32,3042000000,304200000,0,10521001001177000;21000111;10-01-30-355-0005;10527001000925000
55,475800000,47580000,1,21001203;10511008001166004;TD11300035000
34,-486200000,20000000,0,200000301;TD11300027000
25,1600300000,160030000,1,1.02E+12
51,1751100000,175110000,0,220002101;03100;21001259
33,2311400000,231140000,0,00266451;010200100092;1001303001004;01211210122
35,2861300000,286130000,0,TD11330031000;01211210113
55,0,20000000,1,TD11300035000;10-01-20-024-0059-0000
61,3324100000,332410000,1,220002501;01020400490001;03202;53
34,0,20000000,0,WR0001B;10511008001166004
55,1716000000,171600000,0,TD11330032000;01012000200000000003;10-047-1365-0001;03100
23,0,20000000,1,00320342;01030500600002;200000301;200000303
69,0,20000000,1,TD11300035000;10511008000996000;00320342;21001203
37,28762500000,500000000,0,1.05E+16
49,8044400000,500000000,0,1001303001001;21001116;01020400610001
41,1400100000,140010000,0,21001236;10141114700031
39,58822400000,500000000,0,01020400490002;1001303001005;TD11330031000;01020400380001
30,4278300000,427830000,1,1.02E+12
32,730600000,73060000,1,05100;10-01-20-388-0002;10-003-1381-0001
61,1359800000,135980000,0,TD11330028000;03202
33,113100000,20000000,1,01030500560002;10511008000996000
32,13365300000,500000000,0,10-059-1264-0001;10527001001278000;10527001000925000
45,557700000,55770000,1,200-0135-12;10120114300011
59,4742400000,474240000,1,220002501;10141116600001;10-047-1387-0001;01012000210000000000
48,1121900000,112190000,1,1211210113
18,3900000,20000000,0,10511008001004000;10-01-20-024-0046-0000;10511008001278000;TD11300031000
27,3442400000,344240000,0,1.00E+12
32,0,20000000,1,10511008000996000;10511008001166004;10-01-20-024-0046-0000
50,0,20000000,0,01030500510002;200000301;10511008000996000
30,851500000,85150000,1,10120114300011;010300100335;10120114700011
23,1110200000,111020000,1,21000111
40,1115400000,111540000,0,10141114700031;1001303001001
27,737100000,73710000,1,1.01E+13
35,518700000,51870000,0,010300100335;05100;200-0135-12;WR0001F
53,334100000,33410000,0,WR0001B;TD11300036000;TD11300027000;01030500510002
59,4855500000,485550000,0,53;10141116600001
37,74100000,20000000,1,TD11300035000;21001115;01030500560002;WR0001B
24,1605500000,160550000,0,230-0119-85;21000111
42,334100000,33410000,0,TD11300031000;10511008001166004
27,521300000,52130000,0,200-0135-12;10120116100011;10-003-1381-0001
29,4277000000,427700000,1,1.01E+13
30,386100000,38610000,1,10511008000996000;01211310121
22,42900000,20000000,0,1.03E+12
39,1532700000,153270000,1,10-059-1264-0001
35,612300000,61230000,1,10-003-1225-0001;10120116100011
61,1219400000,121940000,1,TD11330028000;10141116600001;010200100051
33,2126800000,212680000,1,1211210113
42,1615900000,161590000,0,01020400530001;00266451
30,0,20000000,0,WR0001B;21001115
51,2182700000,218270000,1,01020400510001;10140114700031
25,2628600000,262860000,0,1.00E+12
44,2642900000,264290000,1,10521001001177000;52;1001303001004;220002301
34,1129700000,112970000,1,1001303001005;10527001001278000
28,4694300000,469430000,0,10521001001177000;10527001001272000
61,4711200000,471120000,0,10140114700031;10-047-1387-0001;03100
21,3234400000,323440000,1,01211210113;010200100092;10-01-30-355-0005
53,2896400000,289640000,1,220002701;10141116600001;01020400510001;10-047-1387-0001
46,5200000,20000000,1,21001203;10511008001166004;TD11300036000;00320342
52,3324100000,332410000,0,TD11330028000;10140114300011;21001259;03100
56,1807000000,180700000,1,10-047-1381-0001;10-01-30-031-0018-0000;21001259
36,1596400000,159640000,0,21001116;1001303001004;01211210122;10-059-1264-0001
30,1644500000,164450000,0,10-059-1264-0001;01211210113
41,7859800000,500000000,1,1001303001001;21001236;10-01-30-355-0005
33,1060800000,106080000,1,21001116;21001236
28,0,20000000,1,10511008001004000;10511008001166004;200000301;21001203
54,153400000,20000000,0,TD11300031000;10511008000996000;01030500510002
50,1514500000,151450000,1,10521001001177000;220002301;01211210113
58,128700000,20000000,1,1211310121
33,2206100000,220610000,0,TD11330029000
36,1125800000,112580000,1,10-01-30-031-0037-0000;TD11330031000;10-047-1360-0002;230-0119-85
51,0,20000000,1,10511008000996000;10511008001004000;21001203
35,6891300000,500000000,0,01211210113;10-047-1360-0002;220002301
35,10293400000,500000000,0,TD11330031000;1001303001001;10-01-30-031-0037-0000
34,1300000,20000000,0,WR0001B;01211310121;200000301
45,208000000,20800000,0,10511008000996000;200000303
24,538200000,53820000,0,10-01-20-388-0002;10120114700011;10-003-1384-0001;01013000110000000001
45,527800000,52780000,1,WR0001F;10120114700011;01211310130;10-003-1225-0001
42,0,20000000,0,01030500510002;200000301
30,851500000,85150000,0,1001202000002;10-003-1387-0001;10120114700011
60,668200000,66820000,1,10120110400011;05100;010300100335;1001202000002
40,15295800000,500000000,0,10527001001272000;00266451;10141114700031
25,0,20000000,0,1.05E+16
48,3759600000,375960000,1,10-047-1360-0002;21001236
28,990600000,99060000,0,10-003-1387-0001;1001202000002;10-01-20-388-0002
55,2648100000,264810000,1,1001303001003;10141116600001;10-01-30-355-0002;TD11330030000
47,331500000,33150000,1,1.05E+16
32,1996800000,199680000,0,21001116;01020400490002;10527001001278000;230-0119-85
55,0,20000000,1,21001203
27,2600000,20000000,1,01030500560002;01211310121
42,1865500000,186550000,0,1.05E+16
47,1584700000,158470000,1,220002301;10527001001278000
36,3862300000,386230000,0,01211210122;21001236;10527001000925000;10-01-30-355-0005
64,572000000,57200000,1,WR0001F
34,4291300000,429130000,0,52;01020400610001;21000111;230-0119-85
72,3017300000,301730000,1,03202;10521001000846001;21001259
27,276900000,27690000,0,00320342;10511008001278000
54,0,20000000,0,TD11300031000;01211310121;200000301;WR0001B
19,140400000,20000000,1,TD11300035000;21001203;01030500600002
33,1196000000,119600000,1,01020400610001;10-01-30-355-0005;10527001001272000;10-047-1360-0002
36,1340300000,134030000,0,10-01-30-355-0005
26,382200000,38220000,1,10-01-20-024-0046-0000;10511008001166004;21001115;TD11300031000
42,685100000,68510000,1,200-0135-12;10-003-1225-0001;1001202000002;10120114300011
