age,money,gender,salary,product
33,382200000,0,669000000,"['00320342', '10-047-1387-0001']"
35,244400000,0,940000000,"['TD11330032000', '220002301', '10-01-20-024-0046-0000', '10511008000996000']"
36,330200000,1,473000000,"['200-0135-12', '53', '220002301', 'TD11300036000', '01211310121']"
28,1790100000,0,420000000,"['03010', '1001303001001', '01020400530001']"
60,679900000,0,752000000,['TD11330031000']
47,780000000,0,1457000000,['230-0119-85']
35,503100000,0,447000000,"['TD11300035000', '03100', 'TD11300031000']"
53,1103700000,0,917000000,[]
39,1712100000,1,958000000,[]
46,354900000,1,698000000,"['52', '10140114300011']"
34,0,0,649000000,[]
58,3299400000,1,473000000,"['WR0001B', '53', '05100', '4']"
34,172900000,1,86000000,"['230-0119-85', '52', '10141109800021', '21001236', '01030500510002']"
33,189800000,1,1368000000,"['53', 'TD11330029000', '06492']"
42,14449500000,0,249000000,"['10527001001278000', '01020400380001']"
32,631800000,0,597000000,[]
47,206700000,1,290000000,"['10141114300011', '21001199', '200000303']"
35,1561300000,0,1325000000,[]
77,3367000000,1,1353000000,"['21001259', '10140110400011', '10141114300011']"
62,1040000000,1,351000000,"['10511008001004000', '10140114700031', '1001303001004', '220002501', '01211310121']"
62,0,0,1420000000,"['10-047-1381-0001', 'TD11330029000', '01211310121', '10141114300011', '200000301']"
38,500500000,0,817000000,"['21001199', '21001115', '10511008000996000', '1001303001003']"
37,309400000,1,439000000,"['21001203', '10-059-1264-0001', '10-047-1381-0001', '01211210122']"
38,309400000,0,880000000,"['10-01-20-024-0059-0000', '10120114300011', '010300100335', '220002301', '10141116600001']"
31,2355600000,1,171000000,"['01030500510002', '10-047-1365-0001']"
38,536900000,1,1128000000,[]
31,197600000,1,1120000000,['200-0135-12']
34,1340300000,0,169000000,"['03100', '10-003-1381-0001', 'WR0001L', '10141114700031', '220002501']"
33,4085900000,1,26000000,"['01211310121', '10141109800021', '10120116100011']"
38,796900000,0,656000000,"['200000303', '00266451', '10-003-1381-0001', '03010']"
28,218400000,1,1247000000,[]
67,2787200000,1,1498000000,"['21001236', '21001116', 'TD11300035000', '220002301']"
31,1730300000,0,826000000,"['00320342', '10-047-1365-0001', 'TD11300027000']"
49,3394300000,0,1248000000,"['06492', '01211310127', '10511008000996000', '010200100051', '10511008001278000']"
53,1202500000,0,60000000,[]
31,1280500000,1,143000000,[]
60,477100000,0,1388000000,['10-01-30-031-0037-0000']
30,392600000,1,799000000,"['10521001000846001', '00266451', '21001259']"
38,61100000,0,877000000,"['10120114300011', '1001303001003', '010200100051', '10141116600001']"
49,2529800000,0,457000000,"['00266451', '01211310121', '010200100051']"
40,2945800000,1,1096000000,"['10140114700031', '200-0135-12', '10140114300011']"
34,1289600000,0,185000000,"['010200100092', '05100', '10141116600001', '220002101']"
35,4607200000,0,1496000000,"['00266451', 'TD11300027000']"
33,98800000,1,1323000000,[]
34,7816900000,0,774000000,"['10-01-30-031-0018-0000', '21001115']"
28,24700000,0,661000000,[]
27,301600000,1,1286000000,"['4', '10-047-1381-0001']"
22,1290900000,1,164000000,"['01030500560002', '01020400490001', '21001203']"
27,695500000,1,1342000000,['10120114700011']
34,165100000,0,1136000000,"['WR0001L', '200-0135-12', '10521001000846001', '220002301']"
62,1986400000,1,668000000,"['TD11330032000', '03010']"
36,421200000,1,276000000,"['00320342', '01020400490001', 'TD11330029000', 'WR0001F']"
47,2130700000,1,408000000,"['21001259', '220002501', '05100', '00266451', 'TD11330032000']"
32,0,1,696000000,"['220002301', '10-01-20-024-0059-0000', '10527001000925000', '01211310127', '10140114700031']"
33,481000000,1,9000000,"['10-047-1387-0001', '21001116', '03202', '10-003-1225-0001', '05100']"
27,15420600000,0,99000000,"['TD11300031000', '10-01-30-031-0037-0000', '53']"
35,419900000,1,469000000,"['220002701', '10-01-30-031-0018-0000', '01020400490001', '220002101']"
47,5122000000,0,675000000,[]
57,11566100000,0,979000000,"['01013000110000000001', 'WR0001F', '220002701', '010200100104']"
26,2602600000,1,1233000000,"['200000301', '10120114300011', '10527001001278000', '10-047-1365-0001', '10120110400011']"
46,868400000,1,528000000,['1001303001003']
58,3829800000,0,374000000,"['01211310127', '010200100104']"
43,5480800000,1,371000000,"['10140110400011', '1001303001001', 'TD11300031000']"
49,0,0,975000000,[]
34,29998800000,0,1259000000,[]
28,9696700000,1,247000000,"['10141114300011', '01013000110000000001', 'TD11330029000', '01012000200000000003', '01020400610001']"
33,6500000,1,356000000,"['10-01-30-355-0005', '10521001001177000']"
25,5391100000,1,988000000,[]
26,0,0,526000000,"['01211310121', '21001236', '10-003-1384-0001', '01211210121']"
32,170300000,0,139000000,['1001303001003']
29,300300000,1,1415000000,[]
30,936000000,1,1214000000,"['00266451', 'TD11300036000']"
23,777400000,0,1439000000,"['01020400380001', '10-01-30-031-0018-0000']"
41,2364700000,1,240000000,['10511008001278000']
66,763100000,1,192000000,"['03100', '01020400380001', 'WR0001B']"
62,1943500000,1,529000000,['220002501']
28,574600000,1,134000000,"['TD11330029000', '53']"
33,352300000,1,1129000000,[]
77,38142000000,1,708000000,"['01020400610001', '10120114700011', '1001303001004']"
54,1318200000,0,634000000,"['WR0001F', '10-01-30-355-0005', 'WR0001B', '21000111', 'TD11300036000']"
50,3075800000,1,670000000,['01211310130']
31,35054500000,1,1047000000,"['010300100335', '1001303001005', '10141116600001']"
45,1834300000,0,487000000,"['01211210113', '01211210121']"
30,802100000,1,1454000000,"['03010', '10141114700031', '1001303001004', '10-003-1225-0001', '10511008001166004']"
40,6156800000,1,715000000,"['21001115', '01020400530001', '21001259', 'WR0001L']"
67,3302000000,1,977000000,"['10120114700011', '00320342', '4', '10-003-1384-0001', '010200100104']"
39,523900000,1,986000000,"['1001303001003', '10-01-20-388-0002']"
20,549900000,1,524000000,['01020400490002']
31,170300000,0,883000000,"['10-047-1360-0002', '10-059-1264-0001', '1001303001005', '10-003-1387-0001', '21001259']"
31,5253300000,1,547000000,"['01030500600002', '01030500510002', '220002701']"
33,354900000,1,1028000000,['1001303001003']
45,131300000,1,758000000,"['10-01-30-355-0005', '01030500510002', '10-01-30-031-0018-0000']"
45,0,1,1331000000,"['10-01-30-355-0005', '52', '220002501', '01211210121']"
31,3307200000,1,525000000,"['01030500510002', 'TD11300036000', '1001202000002', '21001259', '010200100051']"
33,2208700000,1,1351000000,[]
41,3495700000,1,389000000,"['10120116100011', '1001303001003', '10527001000925000', '10-01-30-031-0037-0000']"
31,4108000000,1,303000000,[]
50,504400000,0,1304000000,"['010200100051', '10120116100011', '10141116600001', '01211210113', '10-003-1381-0001']"
56,510900000,0,344000000,['21000111']
28,89700000,1,13000000,['10-059-1264-0001']
35,3455400000,1,1476000000,"['21001203', '01211310127', 'TD11330031000', '10120114300011']"
30,475800000,0,688000000,"['WR0001B', 'TD11300027000', '21001203', '53']"
64,605800000,1,746000000,"['10-01-30-355-0005', '010200100104', '01211310130', '10-003-1225-0001']"
32,83200000,1,431000000,['1001303001003']
29,754000000,0,1079000000,['21001115']
29,4312100000,0,1372000000,['01211210122']
51,1241500000,1,151000000,['01020400490001']
40,9673300000,0,1386000000,"['220002701', '10-01-20-388-0002', '03202', '10120114700011', '10-059-1264-0001']"
45,490100000,0,1346000000,['21001199']
36,1292200000,1,299000000,"['03202', '01211310121', '220002301', '10-003-1387-0001', '10120114700011']"
31,2295800000,0,638000000,"['TD11300036000', '10511008001166004', '21001203', '10-01-20-388-0002', '21001115']"
43,306800000,0,961000000,"['21000111', '10140110400011', '220002101', '03100', '10-047-1360-0002']"
42,1006200000,1,637000000,"['10140114300011', '01211310121', '10511008001004000']"
46,856700000,1,633000000,[]
34,193700000,1,310000000,"['01211210121', '010200100051', '200000303', '10-01-20-024-0046-0000']"
52,1826500000,1,680000000,"['220002101', '21001259', '10-01-30-355-0002']"
47,377000000,1,26000000,"['01020400530001', '21001259']"
40,773500000,1,666000000,"['1001303001004', '10-01-20-388-0002']"
26,5996900000,0,19000000,"['53', '01020400490001', '01020400490002', '01211210113']"
45,0,1,1246000000,"['220002501', '1001303001004']"
55,2865200000,0,890000000,"['10-01-20-024-0059-0000', '01211210122']"
42,748800000,0,1441000000,"['1001303001001', 'TD11330031000', '21001203', '01211310127', '01030500510002']"
40,4992000000,1,1433000000,[]
43,1765400000,0,1444000000,"['05100', '10-01-20-024-0046-0000', '03010', '01211310121', 'TD11330031000']"
26,6719700000,1,852000000,"['230-0119-85', '01020400530001', '01012000210000000000']"
31,0,0,656000000,['01211310130']
31,692900000,1,482000000,"['10527001000925000', '06492']"
29,2324400000,0,572000000,"['01020400530001', '10-003-1225-0001']"
44,1391000000,1,1019000000,[]
35,104000000,0,1462000000,['01030500510002']
36,4230200000,1,1061000000,[]
30,1701700000,0,720000000,"['TD11300027000', '230-0119-85', '01211310127', '01030500600002', '1001303001004']"
48,0,0,498000000,['10140114700031']
33,1994200000,0,1225000000,[]
36,695500000,1,92000000,['1001303001001']
46,478400000,0,497000000,"['10521001000846001', '10511008001166004']"
35,539500000,0,266000000,"['01211210113', '10-01-20-024-0059-0000']"
46,4464200000,0,28000000,[]
32,45500000,1,240000000,[]
46,3832400000,0,885000000,"['200-0135-12', '01012000210000000000', '21001203', '10141109800021']"
54,3214900000,1,284000000,"['01020400510001', '10-047-1365-0001', '10-01-20-024-0046-0000', '01020400490002', '10-01-20-388-0002']"
36,1472900000,1,168000000,"['10141114300011', '10511008001278000', '01020400490002', '03202']"
29,397800000,1,1286000000,[]
58,496600000,1,1152000000,"['10-047-1381-0001', '1001303001001', '200000303', '220002501']"
35,1591200000,0,1032000000,"['00266451', 'TD11300027000']"
30,6966700000,1,779000000,[]
31,2815800000,1,672000000,['TD11300031000']
35,1202500000,1,1092000000,"['03100', '10120114300011']"
36,643500000,1,273000000,"['10511008001004000', '10527001001272000', '01211310127']"
34,3086200000,1,839000000,"['10140110400011', '10-003-1384-0001']"
28,2502500000,0,1182000000,"['10-047-1365-0001', '01020400490001', '10-003-1381-0001', '10141109800021']"
23,362700000,1,1375000000,"['10-047-1365-0001', '21001115', '220002701', '4']"
46,1094600000,0,1141000000,"['01020400510001', 'TD11330030000', '10-003-1387-0001']"
33,8772400000,0,1212000000,[]
25,314600000,1,222000000,"['10120114300011', '01030500560002']"
43,5092100000,0,765000000,[]
38,2224300000,0,245000000,[]
62,387400000,1,198000000,"['10140110400011', '10141116600001']"
33,435500000,1,1237000000,"['01211210113', '10141114300011', 'TD11330030000', '200-0135-12', '10-01-30-031-0018-0000']"
53,2912000000,1,26000000,"['TD11330032000', '010200100104', '01211210121', '200000301']"
38,1921400000,1,251000000,"['01211210110', '10-01-20-024-0059-0000', '10511008001166004']"
32,507000000,0,359000000,"['10140110400011', '21001259']"
24,1604200000,1,908000000,"['21001236', '03010', '01012000200000000003', '10120116100011']"
26,4815200000,0,805000000,[]
55,1157000000,0,421000000,"['10-01-20-024-0059-0000', '200000303', '00266451']"
47,4761900000,1,476000000,['10527001001272000']
58,154700000,0,1095000000,['220002101']
30,217100000,0,467000000,"['TD11300035000', '10-047-1381-0001', '01211210122', 'TD11330030000']"
39,1328600000,1,873000000,"['01012000210000000000', '220002101', '1001303001001']"
30,396500000,1,1448000000,"['010200100092', '10141114700031', '01012000210000000000', '01020400490002', '10120116100011']"
34,223600000,0,694000000,"['TD11300031000', '010300100335', '10527001001272000']"
34,3961100000,1,380000000,[]
56,800800000,0,1428000000,['01020400530001']
27,588900000,1,764000000,['10-047-1381-0001']
46,683800000,0,12000000,"['WR0001L', '200000301', '01020400530001', 'TD11300036000']"
32,219700000,0,1172000000,"['10511008001004000', '10-003-1381-0001']"
27,1751100000,1,832000000,"['10511008001166004', '21001259', '1001303001001', '010200100104', '10140114300011']"
36,491400000,1,236000000,[]
46,3755700000,0,128000000,"['01013000110000000001', '10-01-30-031-0037-0000', '10-01-20-388-0002']"
46,74100000,0,644000000,[]
49,0,0,908000000,"['03202', '230-0119-85', '10-059-1264-0001', '10120114700011']"
39,1680900000,0,290000000,"['TD11300031000', '1001303001003', '10527001001278000', 'WR0001B', '03202']"
33,2710500000,0,1350000000,"['03202', '010200100104', '010200100092', '1001303001001', '10141116600001']"
48,409500000,1,413000000,"['WR0001F', '01020400530001', '21000111']"
38,2115100000,0,279000000,"['010200100051', '21000111']"
60,2408900000,0,972000000,[]
33,1857700000,1,1302000000,"['220002701', '010200100092', '230-0119-85']"
64,5136300000,0,1078000000,[]
22,1014000000,1,821000000,"['01030500560002', 'TD11300036000', '1001303001003', '10-047-1387-0001', '10-01-20-388-0002']"
34,876200000,0,1166000000,[]
36,283400000,0,140000000,"['10141114700031', '21001199', '1001202000002']"
72,991900000,0,160000000,"['00266451', '10511008001004000', '05100', 'WR0001F', '200-0135-12']"
37,5396300000,1,811000000,[]
78,3623100000,0,256000000,['10-01-20-388-0002']
31,33800000,0,849000000,"['10-01-20-388-0002', '01030500510002', '4', 'TD11330030000', '10140114700031']"
20,198900000,1,648000000,"['01012000200000000003', '10511008001278000']"
60,470600000,1,433000000,"['WR0001F', '05100', '10-047-1381-0001', '21000111']"
36,1539200000,0,242000000,"['10-003-1381-0001', '10120114300011', '10-059-1264-0001', '01012000210000000000', '1001202000002']"
51,8892000000,0,784000000,['10511008001166004']
26,4088500000,0,666000000,"['220002101', '53', '10-047-1360-0002', '10-003-1384-0001', '01020400380001']"
48,858000000,1,339000000,"['10-01-20-024-0059-0000', '53']"
49,1704300000,1,37000000,"['TD11330032000', '01020400610001', 'WR0001B']"
20,279500000,0,845000000,['01211210122']
77,4321200000,0,1285000000,"['1001303001005', '10-01-30-031-0018-0000', '10-003-1387-0001', 'TD11300027000', '01020400490001']"
42,0,0,423000000,"['010200100051', '01030500560002', '01012000210000000000']"
31,971100000,0,369000000,['10511008001004000']
56,582400000,0,1290000000,[]
32,1619800000,0,175000000,"['21000111', '10-047-1387-0001', '10527001000925000']"
33,352300000,0,1244000000,"['01030500560002', '220002101', '10-01-30-355-0005']"
33,1652300000,0,1350000000,"['010200100092', '01211210121', '01211310121', '53']"
54,1250600000,1,573000000,[]
28,3970200000,0,291000000,"['10141114700031', '10511008000996000', '10140110400011']"
41,0,0,436000000,['01030500510002']
51,449800000,1,1038000000,[]
43,4615000000,1,1169000000,[]
36,1792700000,1,1294000000,"['TD11330032000', '10-003-1225-0001', '10511008001278000', '10-01-20-388-0002', '01030500510002']"
49,1420900000,1,631000000,"['21001116', '10120114300011', '10521001001177000', '10-047-1360-0002', '10141114700031']"
47,383500000,0,14000000,"['10-01-20-024-0059-0000', '01211310121']"
30,167700000,1,1417000000,['01211310127']
31,826800000,1,1293000000,"['52', '10-01-20-024-0059-0000', '10-003-1387-0001', '10-01-30-355-0005', '200000301']"
39,5331300000,0,474000000,['10141114700031']
40,4357600000,0,519000000,"['220002101', '200000301', '01020400490001']"
48,434200000,0,258000000,['03100']
30,443300000,0,1479000000,"['01020400530001', '10-047-1381-0001', '21000111', '10511008001166004']"
41,11038300000,0,1250000000,"['WR0001F', '01211310121', '01020400490002', '220002701', '1001303001004']"
33,295100000,0,745000000,"['03202', '01211310130', '10521001000846001']"
25,162500000,1,1460000000,"['TD11300027000', '220002101', 'TD11330029000', '01030500510002', '01020400380001']"
49,4690400000,1,1277000000,['01211310121']
32,3296800000,0,1137000000,[]
64,6094400000,0,1041000000,"['10120110400011', 'TD11330030000', '10120114700011']"
28,0,0,1400000000,['01211210110']
37,1446900000,0,1343000000,"['10140110400011', '03202', '10-047-1387-0001', '01211210121']"
25,2414100000,0,1342000000,"['10-003-1384-0001', 'TD11330032000']"
53,3759600000,1,1293000000,['01030500560002']
62,7800000,0,651000000,"['01211210122', '10-003-1225-0001', '10120116100011']"
34,1398800000,1,1383000000,"['220002301', '1001303001005']"
26,1209000000,1,150000000,"['1001202000002', '10-047-1381-0001', '10-047-1360-0002', 'WR0001L']"
39,1796600000,0,1206000000,[]
45,2662400000,0,770000000,"['21001236', '1001303001001', '00266451', '10-01-30-031-0037-0000']"
19,790400000,0,770000000,"['WR0001L', '010200100092', '10-003-1384-0001', '1001303001005']"
33,356200000,0,1171000000,['220002301']
43,171600000,1,757000000,"['10140110400011', '10527001001272000', 'TD11330029000']"
35,447200000,1,1469000000,[]
52,2899000000,0,456000000,"['01020400510001', '10140110400011', '220002501']"
28,7382700000,1,576000000,['WR0001F']
35,1150500000,1,51000000,"['10511008001278000', 'TD11330031000', '10141114300011']"
50,4893200000,1,350000000,"['03100', '10-01-20-024-0059-0000', '21001199']"
37,5222100000,1,10000000,"['TD11330030000', '01211310130']"
36,478400000,1,1335000000,"['10521001001177000', '01211210122', '01211310130']"
61,739700000,1,408000000,"['TD11330030000', '01211310130', '01020400530001', 'TD11330031000', 'TD11300031000']"
24,353600000,1,408000000,"['53', '10527001000925000', '21001259', '10-01-30-031-0018-0000', '10-01-20-024-0046-0000']"
35,217100000,1,956000000,"['200000303', '01012000200000000003']"
32,1804400000,0,1193000000,"['01211210110', 'TD11300027000', '1001303001001']"
45,10263500000,1,38000000,"['230-0119-85', '01012000210000000000']"
43,2808000000,0,1328000000,['01211310127']
39,2063100000,1,389000000,"['220002301', '00266451', '21001236', '21000111']"
35,2239900000,1,307000000,['10-047-1360-0002']
23,898300000,0,154000000,"['10120110400011', '10-047-1365-0001', '10-003-1225-0001', '1001303001003', '00266451']"
34,315900000,0,498000000,['21001115']
47,4804800000,1,1461000000,['21001259']
21,92300000,0,147000000,"['10527001001272000', 'WR0001F', '03202', '21001236']"
37,0,1,1342000000,"['200000303', '10120114300011']"
53,4894500000,1,912000000,"['03100', '10511008001004000', '10-01-30-031-0037-0000', '10-01-20-024-0046-0000']"
46,1270100000,1,381000000,"['1001303001001', '1001303001003']"
26,19709300000,0,253000000,[]
51,0,0,832000000,[]
58,1008800000,0,545000000,"['1001303001004', '1001202000002', '10140114300011']"
51,2592200000,1,619000000,"['06492', 'WR0001L', '03202', '10140114300011', '05100']"
33,800800000,1,856000000,"['21001199', '10-059-1264-0001']"
46,4565600000,0,73000000,"['10141114300011', '10-01-20-388-0002', 'TD11330032000', 'TD11330030000']"
34,8487700000,0,417000000,[]
40,0,0,965000000,[]
40,2767700000,1,635000000,['01211210121']
46,1136200000,1,941000000,['10-047-1387-0001']
59,644800000,0,502000000,"['10-047-1381-0001', '01211310121']"
34,2000700000,0,136000000,"['21001259', '05100', '10527001001272000']"
49,452400000,0,26000000,['10521001001177000']
28,1673100000,0,721000000,"['53', 'WR0001L', '03010', '01211210121', '10141114300011']"
56,16062800000,1,987000000,[]
28,7491900000,0,907000000,"['01020400610001', '10120114700011', '10-003-1384-0001']"
33,347100000,0,76000000,[]
37,575900000,0,1003000000,[]
38,1214200000,0,509000000,['01030500600002']
25,6316700000,0,123000000,"['230-0119-85', '01020400490002', '10120110400011', 'WR0001L']"
74,2395900000,0,90000000,"['01020400530001', '01211310127', '10-01-20-024-0046-0000', '01012000200000000003', '200-0135-12']"
42,1675700000,1,667000000,['10141116600001']
29,24700000,0,1329000000,"['200000301', '010200100092', '10511008001278000', '10141116600001', '10120114700011']"
60,10831600000,0,1226000000,"['10-047-1387-0001', '10-047-1360-0002']"
41,7172100000,1,510000000,"['10-01-30-031-0037-0000', '53']"
51,1233700000,1,49000000,[]
49,204100000,0,176000000,"['01012000200000000003', '10-059-1264-0001', '01030500560002', 'WR0001L', '10-01-30-355-0005']"
41,330200000,0,802000000,"['10527001001272000', '10-003-1225-0001', '10120114300011', '01020400490001', '01211310127']"
31,176800000,0,1102000000,"['10-01-30-355-0005', '53', '10527001000925000', '01211310127']"
25,370500000,1,229000000,[]
32,1136200000,0,345000000,"['10141116600001', '10521001001177000', 'TD11300031000', 'TD11330029000', '220002701']"
73,2133300000,0,1329000000,"['10140114700031', '10120116100011']"
31,1414400000,1,1397000000,['21001115']
32,1479400000,0,546000000,"['21001115', '010300100335']"
27,17039100000,1,657000000,"['10511008001166004', 'TD11330030000', 'TD11330029000']"
60,3324100000,1,223000000,[]
34,184600000,0,1369000000,['01012000210000000000']
43,952900000,1,272000000,['10-01-30-355-0002']
31,526500000,1,1115000000,"['200000303', '10140114700031']"
42,14310400000,0,220000000,[]
27,319800000,1,1154000000,"['10141109800021', '21001236', '01030500560002', '01030500600002', '21001115']"
57,0,0,1161000000,"['01020400490001', '10511008000996000']"
30,696800000,0,335000000,"['TD11330029000', '010200100104', '01020400380001', '10-047-1381-0001', '10-01-20-024-0059-0000']"
45,1957800000,1,836000000,"['01020400380001', '10-01-30-355-0005', 'WR0001F', '21001115', '01020400610001']"
49,930800000,0,30000000,[]
31,460200000,1,1389000000,"['010200100051', '01020400490002', '010200100104', '1001303001003', '10-01-30-355-0002']"
41,2284100000,0,524000000,[]
57,9820200000,0,204000000,[]
57,1110200000,0,1405000000,['00320342']
58,1599000000,1,645000000,['01020400510001']
54,1693900000,1,194000000,"['1001303001004', '21001203', '220002701', '10527001001272000', '10511008001004000']"
36,120900000,0,1482000000,['200000303']
53,378300000,0,645000000,"['01020400510001', '10-047-1365-0001', '10-003-1225-0001', '10-003-1381-0001', '01211210110']"
34,89700000,1,718000000,"['1001202000002', '10120114300011', '10141109800021']"
27,1002300000,1,854000000,"['10511008000996000', '200000301', '220002101']"
41,877500000,0,1474000000,"['10120110400011', '01211210113', '10-01-20-024-0059-0000', '03100']"
62,1264900000,1,791000000,['01211310127']
27,490100000,1,1206000000,"['10-003-1387-0001', 'TD11300031000', 'WR0001B']"
37,624000000,1,318000000,"['03202', '00266451', '10-047-1387-0001']"
22,717600000,0,1393000000,"['01020400490002', 'TD11330029000', '10-01-30-355-0005']"
27,4852900000,1,1368000000,"['TD11300027000', '10-01-20-024-0046-0000', 'WR0001L', '06492', '10-059-1264-0001']"
30,205400000,0,388000000,"['10511008001004000', '01020400510001', '10521001001177000', '10521001000846001', '10141109800021']"
28,176800000,1,804000000,"['200000303', '21001203', 'TD11330029000', '10140114300011']"
27,5967000000,1,1420000000,"['010300100335', '10-01-30-355-0002', '10140114300011', '4']"
42,367900000,0,295000000,"['01211210122', 'TD11300027000', '10120110400011']"
36,0,0,187000000,[]
27,544700000,1,1058000000,[]
58,600600000,1,1268000000,"['01012000200000000003', '10527001001278000', '010200100104', '200-0135-12', '00320342']"
55,5200000,0,403000000,[]
52,471900000,1,379000000,"['53', '06492', '10120114700011']"
42,9828000000,0,722000000,['WR0001B']
46,1686100000,1,209000000,"['10-047-1381-0001', '05100', '21001259']"
32,52000000,1,531000000,['10120110400011']
52,566800000,0,1265000000,['01030500600002']
57,523900000,1,899000000,[]
40,7328100000,1,471000000,"['TD11300031000', '01012000210000000000', '200000303', '10141109800021']"
30,1190800000,1,1462000000,"['01211210121', 'TD11330029000', '01012000210000000000', '10141116600001', '10521001000846001']"
30,2524600000,1,920000000,"['01013000110000000001', '21001199', '1001303001003', '01012000200000000003']"
39,500500000,1,31000000,[]
28,1354600000,1,196000000,"['200000303', '01012000210000000000', '10-01-30-031-0037-0000', '10141114300011']"
34,4804800000,0,2000000,"['10141114300011', 'WR0001L', '010200100092']"
30,4399200000,0,277000000,['10120116100011']
24,722800000,0,395000000,"['03100', '220002301', 'TD11330029000', 'WR0001B', '01211210113']"
59,409500000,0,539000000,"['220002701', '03202']"
38,3655600000,0,915000000,"['010300100335', '01020400610001', '00320342', 'TD11330032000']"
47,421200000,1,962000000,"['200000303', '1001303001005', '10-047-1365-0001', 'WR0001F', '10141114700031']"
52,674700000,1,1014000000,[]
35,244400000,0,566000000,['01013000110000000001']
61,347100000,0,530000000,['220002701']
46,27300000,1,1234000000,"['10521001000846001', '10120116100011', '4']"
55,2649400000,0,917000000,"['1001303001004', '53', '10-003-1387-0001', '01211210110']"
42,14449500000,1,344000000,"['10-003-1225-0001', 'WR0001B', '10120116100011', 'TD11330030000', '010200100051']"
26,252200000,0,10000000,"['01211210113', 'TD11300031000', '10-059-1264-0001', '10511008001004000', '10140110400011']"
58,219700000,1,970000000,"['1001202000002', '10120116100011', '03202', '52']"
46,0,0,1316000000,"['10-003-1381-0001', '10511008001166004', 'TD11300036000', '01211210121']"
39,3875300000,0,830000000,"['1001303001003', '10-01-20-024-0046-0000', '10-01-30-355-0002', '01211210121', '01012000200000000003']"
29,87100000,1,922000000,"['10120116100011', '10120114700011', '10-01-20-024-0046-0000', 'WR0001L', '10527001000925000']"
21,468000000,1,91000000,"['10527001000925000', '010200100051', '10-01-30-355-0005']"
57,4388800000,1,1079000000,"['TD11300036000', '10140114300011']"
31,6133400000,0,1177000000,"['10120116100011', '10521001000846001', '21001116', '1001303001001', '10-047-1387-0001']"
49,503100000,0,485000000,[]
56,5545800000,0,1473000000,['1001202000002']
30,514800000,1,1027000000,"['01211210113', '10527001001278000', '10-003-1384-0001']"
34,2710500000,1,738000000,"['01211310121', 'WR0001B', '10511008001166004']"
35,80600000,0,1391000000,['03202']
55,348400000,0,223000000,"['01211310127', '10-003-1384-0001']"
44,2206100000,1,1149000000,"['TD11300027000', '010200100092', '200000301', '01211210113', '010200100104']"
36,443300000,1,999000000,"['220002101', '03010', '21001199', '10-003-1381-0001', '01211310127']"
63,141700000,0,1343000000,['10140114300011']
37,0,1,612000000,['010200100051']
58,5405400000,0,114000000,"['21000111', '01012000200000000003']"
37,202800000,0,808000000,[]
26,507000000,0,630000000,"['03202', '220002101', '21001236', '01030500560002']"
44,46800000,1,567000000,"['01030500600002', '10-003-1387-0001', '10-047-1381-0001']"
37,0,0,949000000,"['52', '10511008001166004']"
53,65000000,1,374000000,[]
37,132600000,0,1326000000,"['01020400380001', '010300100335', '01020400510001', '220002101', '200-0135-12']"
40,74100000,1,998000000,"['03100', '10-01-30-355-0005', '10141114300011', '10-003-1387-0001']"
40,1264900000,1,662000000,"['010200100092', '01211310130', '06492']"
31,3900000,1,1002000000,[]
36,1618500000,1,750000000,['10140114300011']
36,1076400000,0,214000000,"['01012000200000000003', '01020400510001', '21001116']"
52,0,0,769000000,[]
39,217100000,0,255000000,"['10511008000996000', 'WR0001L', '03202', '01020400490001']"
47,85800000,1,216000000,"['10-01-20-024-0046-0000', '01211310121', '200000301', '03010']"
49,893100000,0,681000000,"['WR0001B', '01012000210000000000', '10-047-1360-0002', '21001116', '10521001001177000']"
32,3494400000,0,440000000,[]
36,812500000,0,91000000,[]
27,2264600000,1,130000000,"['21001236', '10120114700011', '10511008001278000']"
71,2247700000,1,370000000,"['03010', '00320342', '01211310121']"
32,1155700000,0,729000000,"['1001303001003', '01020400510001', '010200100051', '10-047-1381-0001', '03100']"
29,291200000,0,486000000,"['010300100335', '01020400510001', '03202']"
64,998400000,0,1018000000,"['10140114300011', '220002701', '01020400490001', '10527001000925000']"
24,2351700000,1,615000000,['10120114700011']
21,549900000,1,1203000000,[]
42,435500000,1,1318000000,"['01211210110', '01211310127']"
47,236600000,0,1352000000,['01020400530001']
53,5721300000,1,873000000,"['220002101', '10-047-1387-0001', '010300100335', '21001116']"
33,789100000,1,25000000,"['200000301', '1001303001003', '01211210113', '200-0135-12', '21000111']"
62,1409200000,0,511000000,"['WR0001B', '01211310121', '10141116600001', 'TD11330030000', '10140114700031']"
33,0,1,763000000,[]
58,893100000,1,988000000,"['03202', '10-01-30-355-0005', '01211310121']"
52,856700000,1,947000000,"['10527001000925000', '01030500510002', '10120110400011', '10-01-30-031-0018-0000', '10511008001004000']"
37,1865500000,1,1455000000,"['220002501', '01030500510002', '10521001001177000']"
37,11476400000,0,301000000,"['220002101', '10120116100011']"
34,89700000,0,904000000,[]
79,102700000,1,1349000000,[]
54,1287000000,1,1472000000,"['10-01-20-024-0046-0000', '4', 'TD11300036000']"
28,2977000000,0,499000000,[]
33,882700000,1,594000000,['21001259']
21,223600000,0,133000000,"['01211210113', 'TD11300036000', '01012000200000000003']"
46,712400000,1,10000000,"['1001303001004', '10-01-20-024-0046-0000', '03010']"
